dex,pokemon,fastmove,chargemove,WeaveDPS,WeaveDPS Percentile,TDO,TDO Percentile,~TDO per CP,~SurvivalTime
194,wooper,water gun,dig,2.81,15.24,19,2.61,0.02,5.200264
287,slakoth,yawn,brick break,2.81,15.24,28,3.85,0.02,7.450759
152,chikorita,tackle,energy ball,2.79,15.13,24,3.3,0.02,6.664782
183,marill,bubble,aqua tail,2.75,14.91,28,3.85,0.04,7.764584
220,swinub,tackle,icy wind,2.74,14.86,17,2.34,0.02,4.72717
220,swinub,tackle,rock slide,2.74,14.86,17,2.34,0.02,4.72717
270,lotad,water gun,energy ball,2.68,14.53,16,2.2,0.02,4.429366
360,wynaut,counter,mirror coat,2.61,14.15,33,4.53,0.04,9.612666
183,marill,bubble,bubble beam,2.57,13.94,26,3.57,0.04,7.764584
41,zubat,quick attack,air cutter,2.55,13.83,13,1.79,0.01,3.986429
41,zubat,quick attack,swift,2.55,13.83,13,1.79,0.01,3.986429
41,zubat,quick attack,sludge bomb,2.55,13.83,13,1.79,0.01,3.986429
183,marill,tackle,aqua tail,2.55,13.83,26,3.57,0.04,7.764584
281,kirlia,charge beam,psychic,2.51,13.61,16,2.2,0.01,4.834606
281,kirlia,charge beam,disarming voice,2.51,13.61,16,2.2,0.01,4.834606
287,slakoth,yawn,night slash,2.5,13.56,24,3.3,0.02,7.450759
183,marill,bubble,body slam,2.45,13.29,25,3.43,0.04,7.764584
174,igglybuff,feint attack,shadow ball,2.43,13.18,14,1.92,0.02,4.387899
174,igglybuff,feint attack,psychic,2.43,13.18,14,1.92,0.02,4.387899
172,pichu,thunder shock,thunderbolt,2.39,12.96,6,0.82,0.01,1.959288
172,pichu,thunder shock,disarming voice,2.39,12.96,6,0.82,0.01,1.959288
172,pichu,thunder shock,thunder punch,2.39,12.96,6,0.82,0.01,1.959288
298,azurill,bubble,body slam,2.39,12.96,14,1.92,0.03,4.566016
183,marill,tackle,bubble beam,2.38,12.91,24,3.3,0.04,7.764584
194,wooper,mud shot,dig,2.34,12.69,16,2.2,0.02,5.200264
263,zigzagoon,tackle,dig,2.27,12.31,12,1.65,0.02,3.986429
263,zigzagoon,tackle,grass knot,2.27,12.31,12,1.65,0.02,3.986429
263,zigzagoon,tackle,thunderbolt,2.27,12.31,12,1.65,0.02,3.986429
183,marill,tackle,body slam,2.26,12.26,23,3.16,0.04,7.764584
273,seedot,quick attack,energy ball,2.24,12.15,13,1.79,0.02,4.429366
273,seedot,quick attack,grass knot,2.24,12.15,13,1.79,0.02,4.429366
355,duskull,hex,night shade,2.21,11.98,13,1.79,0.02,4.478372
355,duskull,hex,shadow sneak,2.21,11.98,13,1.79,0.02,4.478372
263,zigzagoon,rock smash,dig,2.19,11.88,11,1.51,0.02,3.986429
263,zigzagoon,rock smash,grass knot,2.19,11.88,11,1.51,0.02,3.986429
263,zigzagoon,rock smash,thunderbolt,2.19,11.88,11,1.51,0.02,3.986429
175,togepi,hidden power,ancient power,2.13,11.55,14,1.92,0.02,5.145604
175,togepi,hidden power,dazzling gleam,2.13,11.55,14,1.92,0.02,5.145604
175,togepi,peck,ancient power,2.13,11.55,14,1.92,0.02,5.145604
175,togepi,peck,dazzling gleam,2.13,11.55,14,1.92,0.02,5.145604
187,hoppip,tackle,grass knot,2.13,11.55,13,1.79,0.02,4.55188
187,hoppip,tackle,dazzling gleam,2.13,11.55,13,1.79,0.02,4.55188
236,tyrogue,tackle,rock slide,2.05,11.12,8,1.1,0.01,3.087362
236,tyrogue,tackle,low sweep,2.05,11.12,8,1.1,0.01,3.087362
293,whismur,astonish,disarming voice,2.03,11.01,10,1.37,0.01,3.747055
293,whismur,astonish,flamethrower,2.03,11.01,10,1.37,0.01,3.747055
298,azurill,bubble,bubble beam,2,10.85,12,1.65,0.02,4.566016
273,seedot,bullet seed,energy ball,1.95,10.57,11,1.51,0.01,4.429366
273,seedot,bullet seed,grass knot,1.95,10.57,11,1.51,0.01,4.429366
355,duskull,astonish,night shade,1.93,10.47,11,1.51,0.01,4.478372
355,duskull,astonish,shadow sneak,1.93,10.47,11,1.51,0.01,4.478372
187,hoppip,bullet seed,grass knot,1.86,10.09,11,1.51,0.01,4.55188
187,hoppip,bullet seed,dazzling gleam,1.86,10.09,11,1.51,0.01,4.55188
191,sunkern,cut,energy ball,1.82,9.87,6,0.82,0.01,2.405994
191,sunkern,cut,grass knot,1.82,9.87,6,0.82,0.01,2.405994
191,sunkern,cut,seed bomb,1.82,9.87,6,0.82,0.01,2.405994
280,ralts,charge beam,psyshock,1.78,9.65,6,0.82,0.01,2.539817
280,ralts,charge beam,disarming voice,1.78,9.65,6,0.82,0.01,2.539817
280,ralts,charge beam,shadow sneak,1.78,9.65,6,0.82,0.01,2.539817
213,shuckle,rock throw,rock blast,1.57,8.51,22,3.02,0.05,10.43257
213,shuckle,rock throw,gyro ball,1.48,8.03,20,2.75,0.04,10.43257
298,azurill,bubble,ice beam,1.32,7.16,8,1.1,0.02,4.566016
213,shuckle,rock throw,stone edge,1.31,7.1,18,2.47,0.04,10.43257
349,feebas,tackle,mirror coat,1.13,6.13,4,0.55,0.01,2.951654
386,deoxys,counter,psycho boost,0.53,2.87,0,0,0,0.106022
386,deoxys,counter,zap cannon,0.53,2.87,0,0,0,0.106022
386,deoxys,counter,swift,0.53,2.87,0,0,0,0.106022
386,deoxys,zen headbutt,psycho boost,0.52,2.82,0,0,0,0.106022
386,deoxys,zen headbutt,zap cannon,0.52,2.82,0,0,0,0.106022
386,deoxys,zen headbutt,swift,0.52,2.82,0,0,0,0.106022
